id listku(veskera vyuka pro celou paralelku - vice hodin za tyden);id podlistku(konkretni vyuka v nejaky den a hodinu);kod predmetu;nazev;den(1=po);cas(min od 0:00);mistnost;delka(min);prvni tyden vyuky;prvni den vyuky pro jednorazovou;pocet tydnu vyuky;ctrnactideni vyuka;ucitele
21aNSWI142x01;21aNSWI142x01;NSWI142;Programování webových aplikací;4;940;SW2;90;1;;16;;Hoksza David, doc. RNDr., Ph.D.
21aNSWI142x04;21aNSWI142x04;NSWI142;Programování webových aplikací;4;640;SW2;90;1;;16;;Peka Ladislav, Mgr., Ph.D.
21aNSWI142x05;21aNSWI142x05;NSWI142;Programování webových aplikací;4;1040;SU1;90;1;;15;;koda Petr, Mgr., Ph.D.
21aNSWI142x06;21aNSWI142x06;NSWI142;Programování webových aplikací;4;540;SU2;90;1;;15;;koda Petr, Mgr., Ph.D.
21aNSWI162x01;21aNSWI162x01;NSWI162;Sémantika programů;4;740;SU2;90;1;;16;liche;Kofroň Jan, doc. RNDr., Ph.D.
21aNSWI163x01;21aNSWI163x01;NSWI163;Úvod do middleware;4;740;SU2;90;2;;16;sude;Tůma Petr, prof. Ing., Dr.
21aNTIN022x01;21aNTIN022x01;NTIN022;Pravděpodobnostní techniky;4;740;S1;90;1;;16;;Konečný Matěj, RNDr., Bulavka Denys, Mgr.
21aNTIN046x01;21aNTIN046x01;NTIN046;Rozpoznávání a syntaktická analýza;4;840;S1;90;1;;16;;Mrázová Iveta, doc. RNDr., CSc., Mráz Frantiek, RNDr., CSc., Plátek Martin, CSc.
21aNTIN061x05;21aNTIN061x05;NTIN061;Algoritmy a datové struktury 2;4;1040;S6;90;1;;16;;Opler Michal, Mgr.
21aNTIN061x08;21aNTIN061x08;NTIN061;Algoritmy a datové struktury 2;4;940;S10;90;1;;16;;Majerech Vladan, Mgr., Dr.
21aNTIN066p1;21aNTIN066p1;NTIN066;Datové struktury 1;4;840;S5;90;1;;16;;Koucký Michal, prof. Mgr., Ph.D.
21aNTIN090p1;21aNTIN090p1;NTIN090;Základy sloitosti a vyčíslitelnosti;4;540;S3;90;1;;16;;Kučera Petr, RNDr., Ph.D.
21aNTIN090x01;21aNTIN090x01;NTIN090;Základy sloitosti a vyčíslitelnosti;4;740;S7;90;1;;16;liche;Kučera Petr, RNDr., Ph.D.
21aNTIN090x05;21aNTIN090x05;NTIN090;Základy sloitosti a vyčíslitelnosti;4;740;S7;90;2;;16;sude;Bulín Jakub, RNDr., Ph.D.
;R110741999;;Polední přednáky KAM;4;740;S6;90;1;;8;; 
;R110742024;;Polední přednáky KAM;4;740;S6;90;10;;6;; 
;R110754520;;Projekty;4;1140;S1;90;1;;15;;Zavoral Filip, RNDr., Ph.D.
;R110761385;;;4;540;S510;180;;30.9.2021;1;;Čepek Ondřej, doc. RNDr., Ph.D.
21aNAIL025x01;21aNAIL025x01;NAIL025;Evoluční algoritmy 1;5;740;SU2;90;1;;16;;Pilát Martin, Mgr., Ph.D.
21aNAIL062x03;21aNAIL062x03;NAIL062;Výroková a predikátová logika;5;540;S7;90;1;;16;;Pilát Martin, Mgr., Ph.D.
21aNAIL062x08;21aNAIL062x08;NAIL062;Výroková a predikátová logika;5;540;S10;90;1;;16;;Hric Jan, RNDr.
21aNAIL087p1;21aNAIL087p1;NAIL087;Informatika a kognitivní vědy 1;5;540;S4;90;1;;16;;Lukavský Jiří, Mgr., Ph.D., Děchtěrenko Filip, Mgr., Ph.D., Antolík Ján, Mgr., Ph.D.
21aNAIL087x01;21aNAIL087x01;NAIL087;Informatika a kognitivní vědy 1;5;640;S4;90;1;;16;;Děchtěrenko Filip, Mgr., Ph.D., Antolík Ján, Mgr., Ph.D.
21aNAIL116p1;21aNAIL116p1;NAIL116;Sociální sítě a jejich analýza;5;640;S5;90;1;;16;;Mrázová Iveta, doc. RNDr., CSc., Mráz Frantiek, RNDr., CSc.
21aNAIL116x01;21aNAIL116x01;NAIL116;Sociální sítě a jejich analýza;5;540;SW1;90;1;;16;;Mrázová Iveta, doc. RNDr., CSc., Mráz Frantiek, RNDr., CSc.
21aNCGD002p1;21aNCGD002p1;NCGD002;Vývoj počítačových her 2;5;840;S3;90;1;;16;liche;Gemrot Jakub, Mgr., Ph.D., Kolek Luká, Mgr., Ph.D.
21aNCGD002x01;21aNCGD002x01;NCGD002;Vývoj počítačových her 2;5;840;S3;90;2;;15;sude;Gemrot Jakub, Mgr., Ph.D., Kolek Luká, Mgr., Ph.D.
21aNCGD004p1;21aNCGD004p1;NCGD004;Úvod do herního designu;5;640;S9;45;1;;16;;Kolek Luká, Mgr., Ph.D.
21aNCGD004x01;21aNCGD004x01;NCGD004;Úvod do herního designu;5;690;S9;45;1;;16;;Kolek Luká, Mgr., Ph.D.
21aNDBI025x02;21aNDBI025x02;NDBI025;Databázové systémy;5;540;S11;90;2;;15;;Lokoč Jakub, doc. RNDr., Ph.D.
21aNDBI025x04;21aNDBI025x04;NDBI025;Databázové systémy;5;740;S7;90;2;;16;;Kopecký Michal, RNDr., Ph.D.
21aNDMI002x14;21aNDMI002x14;NDMI002;Diskrétní matematika;5;640;S6;90;1;;16;;Hons Tomá, Bc.
21aNDMI011x02;21aNDMI011x02;NDMI011;Kombinatorika a grafy 1;5;640;S10;90;1;;16;;Pekárek Jakub, Mgr.
21aNDMI084p2;21aNDMI084p2;NDMI084;Úvod do aproximačních a pravděpodobnostních algoritmů;5;640;S3;90;1;;16;;Sgall Jiří, prof. RNDr., DrSc.
21aNJAZ201x01;21aNJAZ201x01;NJAZ201;Academic Writing for Mathematicians I;5;690;S11;90;1;;16;;Goodall Andrew, D.Phil.
21aNJAZ203x01;21aNJAZ203x01;NJAZ203;Academic Writing for Computer Scientists I;5;790;S11;90;1;;16;;Goodall Andrew, D.Phil.
21aNMAI062p1;21aNMAI062p1;NMAI062;Algebra 1;5;540;S5;90;1;;16;;Patáková Zuzana, RNDr., Ph.D.
21aNMAI069x09;21aNMAI069x09;NMAI069;Matematické dovednosti;5;540;S6;90;1;;16;;Kynčl Jan, Mgr., Ph.D.
21aNPGR003x05;21aNPGR003x05;NPGR003;Základy počítačové grafiky;5;540;SU2;90;1;;15;;Tázlar Vojtěch, Mgr.
21aNPRG013x05;21aNPRG013x05;NPRG013;Programování v jazyce Java;5;740;SU1;90;1;;16;;Kofroň Jan, doc. RNDr., Ph.D.
21aNPRG035x02;21aNPRG035x02;NPRG035;Programování v jazyce C#;5;640;SW2;90;1;;16;;Kliber Filip, Mgr.
21aNPRG035x03;21aNPRG035x03;NPRG035;Programování v jazyce C#;5;540;SW2;90;1;;16;;Pacovský Jan, Mgr.
21aNPRG041x03;21aNPRG041x03;NPRG041;Programování v C++;5;740;SW2;90;1;;16;;Husák Robert, Mgr. Ing.
21aNPRG041x07;21aNPRG041x07;NPRG041;Programování v C++;5;640;SU2;90;1;;16;;Drozdík Tomá, Bc.
21aNSWI004p1;21aNSWI004p1;NSWI004;Operační systémy;5;540;S3;90;1;;16;;Tůma Petr, prof. Ing., Dr.
21aNSWI004x01;21aNSWI004x01;NSWI004;Operační systémy;5;740;S9;90;1;;16;liche;Bulej Lubomír, doc. Ing., Ph.D.
21aNSWI004x02;21aNSWI004x02;NSWI004;Operační systémy;5;740;S9;90;2;;16;sude;Horký Vojtěch, Mgr., Ph.D.
21aNTIN061x01;21aNTIN061x01;NTIN061;Algoritmy a datové struktury 2;5;640;S7;90;1;;16;;Majerech Vladan, Mgr., Dr.
21aNTIN061x03;21aNTIN061x03;NTIN061;Algoritmy a datové struktury 2;5;740;S10;90;1;;16;;Opler Michal, Mgr.
21aNTIN061x06;21aNTIN061x06;NTIN061;Algoritmy a datové struktury 2;5;740;S6;90;1;;16;;Hric Jan, RNDr.
21aNUIN021p1;21aNUIN021p1;NUIN021;Algoritmy a automaty pro učitele;5;740;S4;90;1;;16;;Mare Martin, Mgr., Ph.D.
21aNUIN021x01;21aNUIN021x01;NUIN021;Algoritmy a automaty pro učitele;5;840;S4;90;1;;16;;Mare Martin, Mgr., Ph.D.
;R110742005;;Experiment vyukove simulace;5;690;SW1;470;1;;13;; 
21aNAIL002p1;21aNAIL002p1;NAIL002;Neuronové sítě;1;840;S5;90;1;;16;;Mrázová Iveta, doc. RNDr., CSc., Mráz Frantiek, RNDr., CSc.
21aNAIL002x01;21aNAIL002x01;NAIL002;Neuronové sítě;1;740;SU2;90;1;;16;;Mrázová Iveta, doc. RNDr., CSc., Mráz Frantiek, RNDr., CSc.
21aNAIL062x05;21aNAIL062x05;NAIL062;Výroková a predikátová logika;1;740;S11;90;1;;16;;Hric Jan, RNDr.
21aNAIL062x07;21aNAIL062x07;NAIL062;Výroková a predikátová logika;1;740;S7;90;1;;16;;Pantůčková Kristýna, Mgr.
21aNAIL069p1;21aNAIL069p1;NAIL069;Umělá inteligence 1;1;640;S3;90;1;;15;;Barták Roman, prof. RNDr., Ph.D.
21aNAIL069p2;21aNAIL069p2;NAIL069;Umělá inteligence 1;1;540;S5;90;1;;16;;Barták Roman, prof. RNDr., Ph.D.
21aNAIL069x01;21aNAIL069x01;NAIL069;Umělá inteligence 1;1;1040;SU2;90;1;;16;liche;Fink Jiří, RNDr., Ph.D., vancara Jiří, Mgr., Ph.D.
21aNAIL069x02;21aNAIL069x02;NAIL069;Umělá inteligence 1;1;1040;SU2;90;2;;16;sude;Fink Jiří, RNDr., Ph.D., vancara Jiří, Mgr., Ph.D.
21aNAIL122p1;21aNAIL122p1;NAIL122;Umělá inteligence pro počítačové hry;1;540;SW1;90;1;;16;liche;Gemrot Jakub, Mgr., Ph.D.
21aNAIL122x01;21aNAIL122x01;NAIL122;Umělá inteligence pro počítačové hry;1;540;SW1;90;2;;15;sude;Gemrot Jakub, Mgr., Ph.D.
21aNDBI025x06;21aNDBI025x06;NDBI025;Databázové systémy;1;1040;S7;90;2;;13;;Kopecký Michal, RNDr., Ph.D.
21aNDBI044p1;21aNDBI044p1;NDBI044;Bioinformatické algoritmy, databáze a nástroje;1;940;S4;90;1;;16;;Hoksza David, doc. RNDr., Ph.D.
21aNDBI044x01;21aNDBI044x01;NDBI044;Bioinformatické algoritmy, databáze a nástroje;1;1040;S8;90;1;;16;;Hoksza David, doc. RNDr., Ph.D.
21aNDMI002x13;21aNDMI002x13;NDMI002;Diskrétní matematika;1;740;S6;90;1;;16;;Skotnica Michael, Mgr.
21aNDMI084x02;21aNDMI084x02;NDMI084;Úvod do aproximačních a pravděpodobnostních algoritmů;1;940;S7;90;1;;16;liche;Lieskovský Matej, Mgr.
21aNMAI057x16;21aNMAI057x16;NMAI057;Lineární algebra 1;1;840;S6;90;1;;16;;Hubáček Pavel, Mgr., Ph.D.
21aNMAI062x01;21aNMAI062x01;NMAI062;Algebra 1;1;640;S6;90;1;;16;;Krasula Dominik, Bc.
21aNMAI062x02;21aNMAI062x02;NMAI062;Algebra 1;1;740;S8;90;1;;16;;Krasula Dominik, Bc.
21aNMAI073x01;21aNMAI073x01;NMAI073;Pravděpodobnost a statistika 2;1;1040;S6;90;1;;16;;ámal Robert, doc. Mgr., Ph.D.
21aNPFL004x01;21aNPFL004x01;NPFL004;Seminář z formální lingvistiky;1;840;S1;100;1;;16;;Hajičová Eva, prof. PhDr., DrSc.
21aNPFL099p1;21aNPFL099p1;NPFL099;Statistické dialogové systémy;1;940;S10;90;1;;16;;Duek Ondřej, Mgr. et Mgr., Ph.D.
21aNPFL099x01;21aNPFL099x01;NPFL099;Statistické dialogové systémy;1;1040;S10;45;1;;15;liche;Duek Ondřej, Mgr. et Mgr., Ph.D.
21aNPFL101x01;21aNPFL101x01;NPFL101;Soutění strojový překlad;1;540;SU1;90;1;;16;;Bojar Ondřej, doc. RNDr., Ph.D.
21aNPFL122p1;21aNPFL122p1;NPFL122;Hluboké zpětnovazební učení;1;540;S3;90;1;;16;;Straka Milan, RNDr., Ph.D.
21aNPFL122x01;21aNPFL122x01;NPFL122;Hluboké zpětnovazební učení;1;640;S1;90;1;;16;;Straka Milan, RNDr., Ph.D.
21aNPFL129p2;21aNPFL129p2;NPFL129;Úvod do strojového učení v Pythonu;1;740;S5;90;1;;16;;Straka Milan, RNDr., Ph.D.
21aNPGR003p2;21aNPGR003p2;NPGR003;Základy počítačové grafiky;1;540;S4;90;1;;16;;Wilkie Alexander, doc., Dr.
21aNPGR003x01;21aNPGR003x01;NPGR003;Základy počítačové grafiky;1;940;SU2;90;1;;16;;Tázlar Vojtěch, Mgr.
21aNPGR003x03;21aNPGR003x03;NPGR003;Základy počítačové grafiky;1;640;SW2;90;1;;16;;Wilkie Alexander, doc., Dr.
21aNPGR035p1;21aNPGR035p1;NPGR035;Strojové učení v počítačovém vidění;1;640;S9;90;1;;16;;ikudová Elena, doc. RNDr., Ph.D.
21aNPGR035x01;21aNPGR035x01;NPGR035;Strojové učení v počítačovém vidění;1;940;SU1;90;1;;16;;ikudová Elena, doc. RNDr., Ph.D.
21aNPRG013p2;21aNPRG013p2;NPRG013;Programování v jazyce Java;1;840;S4;90;1;;16;;Hnětynka Petr, doc. RNDr., Ph.D.
21aNPRG013x02;21aNPRG013x02;NPRG013;Programování v jazyce Java;1;940;SW1;90;1;;16;;Khalyeyev Danylo, Mgr.
21aNPRG014x01;21aNPRG014x01;NPRG014;Koncepty moderních programovacích jazyků;1;840;S3;180;1;;16;;Bure Tomá, prof. RNDr., Ph.D., Pech Václav, Mgr.
21aNPRG030x12;21aNPRG030x12;NPRG030;Programování 1;1;1040;SW2;90;1;;16;;Holan Tomá, RNDr., Ph.D.
21aNPRG035p2;21aNPRG035p2;NPRG035;Programování v jazyce C#;1;740;S9;90;1;;15;;Jeek Pavel, Mgr., Ph.D.
21aNPRG041x02;21aNPRG041x02;NPRG041;Programování v C++;1;740;SW2;90;1;;16;;Bednárek David, RNDr., Ph.D.
21aNPRG056x01;21aNPRG056x01;NPRG056;Programování mobilních zařízení;1;640;S4;180;1;;16;liche;Kofroň Jan, doc. RNDr., Ph.D., Prokop Luká
21aNPRG062x11;21aNPRG062x11;NPRG062;Algoritmizace;1;990;SW2;45;1;;16;;Holan Tomá, RNDr., Ph.D.
21aNPRG067x01;21aNPRG067x01;NPRG067;Python pro praxi;1;640;SU2;90;1;;16;;Hnětynka Petr, doc. RNDr., Ph.D., Bure Tomá, prof. RNDr., Ph.D., Peka Ladislav, Mgr., Ph.D.
21aNPRG073x01;21aNPRG073x01;NPRG073;Programování v jazyce Rust;1;540;S1;90;1;;15;liche;Vaner Michal, Mgr., imerda Pavel
21aNSWI072p1;21aNSWI072p1;NSWI072;Algoritmy komprese dat;1;640;S5;90;1;;16;;Dvořák Tomá, doc. RNDr., CSc.
21aNSWI130p1;21aNSWI130p1;NSWI130;Architektury softwarových systémů;1;1040;S3;90;1;;16;;Nečaský Martin, doc. Mgr., Ph.D.
21aNSWI142p1;21aNSWI142p1;NSWI142;Programování webových aplikací;1;740;S3;90;1;;16;;koda Petr, Mgr., Ph.D.
21aNSWI154x03;21aNSWI154x03;NSWI154;Nástroje pro vývoj software;1;840;SU2;90;1;;16;;Parízek Pavel, doc. RNDr., Ph.D.
21aNTIN061x04;21aNTIN061x04;NTIN061;Algoritmy a datové struktury 2;1;740;S10;90;1;;16;;Majerech Vladan, Mgr., Dr.
21aNTIN066x03;21aNTIN066x03;NTIN066;Datové struktury 1;1;940;S6;90;1;;16;;Fink Jiří, RNDr., Ph.D.
21aNTIN066x04;21aNTIN066x04;NTIN066;Datové struktury 1;1;640;S7;90;1;;16;;Vu Tung Anh, Mgr.
21aNTIN087p1;21aNTIN087p1;NTIN087;Textové algoritmy;1;840;S9;90;1;;15;;Dvořák Tomá, doc. RNDr., CSc.
21aNTIN090x03;21aNTIN090x03;NTIN090;Základy sloitosti a vyčíslitelnosti;1;940;S8;90;2;;16;sude;Majerech Vladan, Mgr., Dr.
21aNTIN090x04;21aNTIN090x04;NTIN090;Základy sloitosti a vyčíslitelnosti;1;940;S8;90;1;;16;liche;Majerech Vladan, Mgr., Dr.
21aNUIN018p1;21aNUIN018p1;NUIN018;Vývoj počítačových her - pro učitele;1;640;SW1;90;1;;16;;Holan Tomá, RNDr., Ph.D.
21aNUIN018x01;21aNUIN018x01;NUIN018;Vývoj počítačových her - pro učitele;1;740;SW1;45;1;;16;;Holan Tomá, RNDr., Ph.D.
21aNUIN019p1;21aNUIN019p1;NUIN019;Základy tvorby webu;1;790;SW1;45;1;;16;;Peková Klára, Mgr., Ph.D.
21aNUIN019x01;21aNUIN019x01;NUIN019;Základy tvorby webu;1;840;SW1;90;1;;16;;Peková Klára, Mgr., Ph.D.
;R110742003;;Schuze UFAL;1;790;S1;50;1;;13;; 
;R110742007;;Gaudeamus Pikurus;1;1080;S1;180;1;;14;; 
21aNAIL002p1;21aNAIL002p1b;NAIL002;Neuronové sítě;3;840;S5;90;1;;15;;Mrázová Iveta, doc. RNDr., CSc., Mráz Frantiek, RNDr., CSc.
21aNAIL004x01;21aNAIL004x01;NAIL004;Seminář z umělé inteligence 1;3;640;S8;90;1;;16;;Barták Roman, prof. RNDr., Ph.D.
21aNAIL025x02;21aNAIL025x02;NAIL025;Evoluční algoritmy 1;3;1040;SU2;90;1;;16;;Pilát Martin, Mgr., Ph.D.
21aNAIL028p1;21aNAIL028p1;NAIL028;Úvod do robotiky;3;640;S5;90;1;;16;;Obdrálek David, RNDr., Ph.D.
21aNAIL028x01;21aNAIL028x01;NAIL028;Úvod do robotiky;3;840;SW2;90;1;;16;;Obdrálek David, RNDr., Ph.D.
21aNAIL062x01;21aNAIL062x01;NAIL062;Výroková a predikátová logika;3;840;S6;90;1;;16;;Vomlelová Marta, Mgr., Ph.D.
21aNAIL062x02;21aNAIL062x02;NAIL062;Výroková a predikátová logika;3;640;S6;90;1;;16;;Vomlelová Marta, Mgr., Ph.D.
21aNAIL062x06;21aNAIL062x06;NAIL062;Výroková a predikátová logika;3;940;S1;90;1;;16;;Bulín Jakub, RNDr., Ph.D.
21aNCGD008x01;21aNCGD008x01;NCGD008;Praktikum z herního vývoje s řízeným kódem;3;540;SW1;90;1;;15;;Gemrot Jakub, Mgr., Ph.D., Vlachovský Karel, Bc.
21aNDBI007x01;21aNDBI007x01;NDBI007;Databázové přístupové metody;3;740;S1;90;1;;15;liche;Koupil Pavel, Ing.
21aNDBI007x02;21aNDBI007x02;NDBI007;Databázové přístupové metody;3;740;S1;90;2;;15;sude;Koupil Pavel, Ing.
21aNDBI025x05;21aNDBI025x05;NDBI025;Databázové systémy;3;840;S7;90;2;;13;;Kopecký Michal, RNDr., Ph.D.
21aNDBI025x08;21aNDBI025x08;NDBI025;Databázové systémy;3;640;S7;90;2;;15;;Kopecký Michal, RNDr., Ph.D.
21aNDMI009p1;21aNDMI009p1;NDMI009;Základy kombinatorické a výpočetní geometrie;3;940;S9;90;1;;16;;Tancer Martin, doc. RNDr., Ph.D., Kynčl Jan, Mgr., Ph.D.
